date,value,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,state_code,POPESTIMATE2019,name,description,latitude,longitude,Stay At Home Order Date,Emergency Declaration Date
2020-04-03,,OK,988.0,1315.0,,,289.0,,,,,,2020-04-03T20:00:00Z,38.0,289.0,2303.0,2303.0,2303.0,40,4.0,32.0,50.0,109.0,159.0,,,,,,,,
2020-04-03,,OR,899.0,15259.0,,188.0,,,,38.0,40.0,,2020-04-03T20:00:00Z,21.0,,16158.0,16158.0,16158.0,41,2.0,0.0,1127.0,73.0,1200.0,,,,,,,,
2020-04-03,,PA,8420.0,53695.0,,,852.0,,,,,,2020-04-03T20:00:00Z,102.0,852.0,62115.0,62115.0,62115.0,42,12.0,122.0,5997.0,1404.0,7401.0,,,,,,,,
2020-04-03,,PR,378.0,2049.0,1055.0,,,,,,,,2020-04-03T20:00:00Z,15.0,,3482.0,2427.0,2427.0,72,3.0,0.0,445.0,62.0,507.0,,,,,,,,
2020-04-03,,RI,711.0,4412.0,,72.0,72.0,14.0,14.0,6.0,6.0,35.0,2020-04-03T20:00:00Z,14.0,72.0,5123.0,5123.0,5123.0,44,2.0,72.0,0.0,54.0,54.0,,,,,,,,
2020-04-03,,SC,1554.0,5441.0,,,241.0,,,,,,2020-04-03T20:00:00Z,31.0,241.0,6995.0,6995.0,6995.0,45,0.0,-655.0,0.0,0.0,0.0,,,,,,,,
2020-04-03,,SD,187.0,4593.0,3.0,,17.0,,,,,69.0,2020-04-03T20:00:00Z,2.0,17.0,4783.0,4780.0,4780.0,46,0.0,0.0,376.0,22.0,398.0,,,,,,,,
2020-04-03,,TN,3067.0,34772.0,,,293.0,,,,,248.0,2020-04-03T20:00:00Z,37.0,293.0,37839.0,37839.0,37839.0,47,5.0,30.0,3006.0,222.0,3228.0,,,,,,,,
2020-04-03,,TX,5330.0,50434.0,,,196.0,,,,,38.0,2020-04-03T20:00:00Z,90.0,196.0,55764.0,55764.0,55764.0,48,20.0,0.0,4424.0,661.0,5085.0,,,,,,,,
2020-04-03,,UT,1246.0,23002.0,,,106.0,,,,,,2020-04-03T20:00:00Z,7.0,106.0,24248.0,24248.0,24248.0,49,0.0,6.0,3011.0,172.0,3183.0,,,,,,,,
2020-04-03,,VA,2012.0,16993.0,,,312.0,,145.0,,108.0,,2020-04-03T20:00:00Z,46.0,312.0,19005.0,19005.0,19005.0,51,5.0,7.0,1110.0,306.0,1416.0,,,,,,,,
2020-04-03,,VI,38.0,154.0,56.0,,,,,,,29.0,2020-04-03T20:00:00Z,,,248.0,192.0,192.0,78,0.0,0.0,5.0,5.0,10.0,,,,,,,,
2020-04-03,,VT,389.0,4839.0,,29.0,45.0,,,,,15.0,2020-04-03T20:00:00Z,17.0,45.0,5228.0,5228.0,5228.0,50,0.0,0.0,128.0,51.0,179.0,,,,,,,,
2020-04-03,,WA,6585.0,72833.0,,,254.0,,,,,,2020-04-03T20:00:00Z,262.0,254.0,79418.0,79418.0,79418.0,53,15.0,0.0,4019.0,601.0,4620.0,,,,,,,,
2020-04-03,,WI,1912.0,22377.0,,,487.0,,,,,,2020-04-03T20:00:00Z,37.0,487.0,24289.0,24289.0,24289.0,55,6.0,26.0,2060.0,182.0,2242.0,,,,,,,,
2020-04-03,,WV,237.0,6130.0,,,1.0,,,,,,2020-04-03T20:00:00Z,2.0,1.0,6367.0,6367.0,6367.0,54,0.0,0.0,854.0,20.0,874.0,,,,,,,,
2020-04-03,,WY,162.0,2704.0,,,21.0,,,,,37.0,2020-04-03T20:00:00Z,0.0,21.0,2866.0,2866.0,2866.0,56,0.0,2.0,265.0,12.0,277.0,,,,,,,,
2020-04-02,,AK,143.0,4879.0,,,9.0,,,,,,2020-04-02T20:00:00Z,3.0,9.0,5022.0,5022.0,5022.0,02,0.0,0.0,409.0,10.0,419.0,,,,,,,,
2020-04-02,,AL,1233.0,7503.0,,,,,,,,,2020-04-02T20:00:00Z,32.0,,8736.0,8736.0,8736.0,01,6.0,0.0,806.0,156.0,962.0,,,,,,,,
2020-04-02,,AR,643.0,7880.0,,66.0,,,,23.0,,47.0,2020-04-02T20:00:00Z,12.0,,8523.0,8523.0,8523.0,05,2.0,0.0,526.0,59.0,585.0,,,,,,,,
2020-04-02,,AS,0.0,20.0,6.0,,,,,,,,2020-04-02T20:00:00Z,0.0,,26.0,20.0,20.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-04-02,,AZ,1598.0,21111.0,,,228.0,,83.0,,,,2020-04-02T20:00:00Z,32.0,228.0,22709.0,22709.0,22709.0,04,3.0,79.0,1466.0,185.0,1651.0,,,,,,,,
2020-04-02,,CA,9191.0,23809.0,59500.0,1922.0,,816.0,,,,,2020-04-02T20:00:00Z,203.0,,92500.0,33000.0,33000.0,06,32.0,0.0,2037.0,1036.0,3073.0,,,,,,,,
2020-04-02,,CO,3342.0,15303.0,,,620.0,,,,,,2020-04-02T20:00:00Z,80.0,620.0,18645.0,18645.0,18645.0,08,11.0,111.0,1420.0,376.0,1796.0,,,,,,,,
2020-04-02,,CT,3824.0,14476.0,,827.0,,,,,,,2020-04-02T20:00:00Z,112.0,,18300.0,18300.0,18300.0,09,27.0,0.0,1433.0,267.0,1700.0,,,,,,,,
2020-04-02,,DC,653.0,4417.0,,,,,,,,173.0,2020-04-02T20:00:00Z,12.0,,5070.0,5070.0,5070.0,11,1.0,0.0,1155.0,67.0,1222.0,,,,,,,,
2020-04-02,,DE,393.0,4566.0,,56.0,,,,,,49.0,2020-04-02T20:00:00Z,12.0,,4959.0,4959.0,4959.0,10,1.0,0.0,551.0,25.0,576.0,,,,,,,,
2020-04-02,,FL,8010.0,69286.0,1285.0,,1123.0,,,,,,2020-04-02T20:00:00Z,128.0,1123.0,78581.0,77296.0,77296.0,12,41.0,174.0,9757.0,1055.0,10812.0,,,,,,,,
2020-04-02,,GA,5348.0,17609.0,,,1056.0,,,,,,2020-04-02T20:00:00Z,163.0,1056.0,22957.0,22957.0,22957.0,13,24.0,104.0,1921.0,710.0,2631.0,,,,,,,,
2020-04-02,,GU,82.0,442.0,,,19.0,,2.0,,,12.0,2020-04-02T20:00:00Z,3.0,19.0,524.0,524.0,524.0,66,0.0,0.0,36.0,5.0,41.0,,,,,,,,
2020-04-02,,HI,258.0,10206.0,,,15.0,,6.0,,,69.0,2020-04-02T20:00:00Z,1.0,15.0,10464.0,10464.0,10464.0,15,0.0,2.0,1485.0,50.0,1535.0,,,,,,,,
2020-04-02,,IA,614.0,8054.0,,74.0,120.0,,,,,46.0,2020-04-02T20:00:00Z,11.0,120.0,8668.0,8668.0,8668.0,19,2.0,21.0,750.0,65.0,815.0,,,,,,,,
2020-04-02,,ID,669.0,6613.0,,,49.0,,7.0,,,,2020-04-02T20:00:00Z,9.0,49.0,7282.0,7282.0,7282.0,16,0.0,3.0,537.0,144.0,681.0,,,,,,,,
2020-04-02,,IL,7695.0,35961.0,,,,,,,,,2020-04-02T20:00:00Z,157.0,,43656.0,43656.0,43656.0,17,16.0,0.0,2557.0,715.0,3272.0,,,,,,,,
2020-04-02,,IN,3039.0,13246.0,,,,,,,,,2020-04-02T20:00:00Z,78.0,,16285.0,16285.0,16285.0,18,13.0,0.0,1436.0,474.0,1910.0,,,,,,,,
2020-04-02,,KS,552.0,6059.0,,,138.0,,,,,,2020-04-02T20:00:00Z,13.0,138.0,6611.0,6611.0,6611.0,20,3.0,24.0,648.0,70.0,718.0,,,,,,,,
2020-04-02,,KY,680.0,7220.0,,,,,,,,,2020-04-02T20:00:00Z,20.0,,7900.0,7900.0,7900.0,21,3.0,0.0,255.0,89.0,344.0,,,,,,,,
2020-04-02,,LA,9150.0,41936.0,,,1639.0,,,,507.0,,2020-04-02T20:00:00Z,310.0,1639.0,51086.0,51086.0,51086.0,22,37.0,141.0,2584.0,2726.0,5310.0,,,,,,,,
2020-04-02,,MA,8966.0,47642.0,,,813.0,,,,,,2020-04-02T20:00:00Z,154.0,813.0,56608.0,56608.0,56608.0,25,32.0,131.0,3642.0,1228.0,4870.0,,,,,,,,
2020-04-02,,MD,2331.0,18890.0,,,582.0,,,,,81.0,2020-04-02T20:00:00Z,36.0,582.0,21221.0,21221.0,21221.0,24,5.0,60.0,1657.0,346.0,2003.0,,,,,,,,
2020-04-02,,ME,376.0,6088.0,,,68.0,,,,,94.0,2020-04-02T20:00:00Z,7.0,68.0,6464.0,6464.0,6464.0,23,0.0,5.0,0.0,32.0,32.0,,,,,,,,
2020-04-02,,MI,10791.0,11893.0,,,,,,,,,2020-04-02T20:00:00Z,417.0,,22684.0,22684.0,22684.0,26,80.0,0.0,0.0,1457.0,1457.0,,,,,,,,
2020-04-02,,MN,742.0,21652.0,,75.0,138.0,38.0,38.0,,,,2020-04-02T20:00:00Z,18.0,138.0,22394.0,22394.0,22394.0,27,1.0,16.0,1150.0,53.0,1203.0,,,,,,,,
2020-04-02,,MO,1834.0,17849.0,,,,,,,,,2020-04-02T20:00:00Z,19.0,,19683.0,19683.0,19683.0,29,1.0,0.0,2003.0,253.0,2256.0,,,,,,,,
2020-04-02,,MP,8.0,13.0,12.0,,,,,,,,2020-04-02T20:00:00Z,1.0,,33.0,21.0,21.0,69,1.0,0.0,13.0,2.0,15.0,,,,,,,,
2020-04-02,,MS,1177.0,4753.0,,,360.0,,,,,,2020-04-02T20:00:00Z,26.0,360.0,5930.0,5930.0,5930.0,28,4.0,28.0,1041.0,104.0,1145.0,,,,,,,,
2020-04-02,,MT,227.0,5093.0,,,20.0,,,,,,2020-04-02T20:00:00Z,5.0,20.0,5320.0,5320.0,5320.0,30,0.0,3.0,383.0,19.0,402.0,,,,,,,,
2020-04-02,,NC,1857.0,26822.0,,184.0,204.0,,,,,,2020-04-02T20:00:00Z,16.0,204.0,28679.0,28679.0,28679.0,37,6.0,0.0,2163.0,273.0,2436.0,,,,,,,,
2020-04-02,,ND,159.0,4821.0,,,28.0,,,,,43.0,2020-04-02T20:00:00Z,3.0,28.0,4980.0,4980.0,4980.0,38,0.0,5.0,470.0,17.0,487.0,,,,,,,,
2020-04-02,,NE,246.0,3978.0,11.0,,,,,,,,2020-04-02T20:00:00Z,5.0,,4235.0,4224.0,4224.0,31,1.0,0.0,503.0,36.0,539.0,,,,,,,,
2020-04-02,,NH,415.0,6078.0,126.0,58.0,59.0,,,,,91.0,2020-04-02T20:00:00Z,4.0,59.0,6619.0,6493.0,6493.0,33,0.0,0.0,93.0,0.0,93.0,,,,,,,,
2020-04-02,,NJ,25590.0,33520.0,,,,,,,,,2020-04-02T20:00:00Z,537.0,,59110.0,59110.0,59110.0,34,182.0,0.0,3133.0,3335.0,6468.0,,,,,,,,
2020-04-02,,NM,363.0,13648.0,,31.0,31.0,,,,,26.0,2020-04-02T20:00:00Z,6.0,31.0,14011.0,14011.0,14011.0,35,1.0,7.0,723.0,48.0,771.0,,,,,,,,
2020-04-02,,NV,1458.0,12588.0,,,,,,,,,2020-04-02T20:00:00Z,38.0,,14046.0,14046.0,14046.0,32,12.0,0.0,1069.0,179.0,1248.0,,,,,,,,
2020-04-02,,NY,92381.0,146584.0,,13383.0,20817.0,3396.0,,,,7434.0,2020-04-02T20:00:00Z,2373.0,20817.0,238965.0,238965.0,238965.0,36,432.0,2449.0,9416.0,8669.0,18085.0,,,,,,,,
2020-04-02,,OH,2902.0,32016.0,,,802.0,,260.0,,,,2020-04-02T20:00:00Z,81.0,802.0,34918.0,34918.0,34918.0,39,16.0,123.0,5024.0,355.0,5379.0,,,,,,,,
2020-04-02,,OK,879.0,1265.0,,,257.0,,,,,,2020-04-02T20:00:00Z,34.0,257.0,2144.0,2144.0,2144.0,40,4.0,38.0,17.0,160.0,177.0,,,,,,,,
2020-04-02,,OR,826.0,14132.0,,134.0,167.0,,,38.0,40.0,,2020-04-02T20:00:00Z,19.0,167.0,14958.0,14958.0,14958.0,41,1.0,13.0,996.0,90.0,1086.0,,,,,,,,
2020-04-02,,PA,7016.0,47698.0,,,730.0,,,,,,2020-04-02T20:00:00Z,90.0,730.0,54714.0,54714.0,54714.0,42,16.0,110.0,5271.0,1211.0,6482.0,,,,,,,,
2020-04-02,,PR,316.0,1604.0,1119.0,,,,,,,,2020-04-02T20:00:00Z,12.0,,3039.0,1920.0,1920.0,72,1.0,0.0,195.0,30.0,225.0,,,,,,,,
2020-04-02,,RI,657.0,4412.0,,72.0,,14.0,,6.0,6.0,35.0,2020-04-02T20:00:00Z,12.0,,5069.0,5069.0,5069.0,44,2.0,0.0,581.0,91.0,672.0,,,,,,,,
2020-04-02,,SC,1554.0,5441.0,,,896.0,,,,,,2020-04-02T20:00:00Z,31.0,896.0,6995.0,6995.0,6995.0,45,5.0,547.0,408.0,261.0,669.0,,,,,,,,
2020-04-02,,SD,165.0,4217.0,0.0,,17.0,,,,,57.0,2020-04-02T20:00:00Z,2.0,17.0,4382.0,4382.0,4382.0,46,0.0,5.0,314.0,36.0,350.0,,,,,,,,
2020-04-02,,TN,2845.0,31766.0,,,263.0,,,,,220.0,2020-04-02T20:00:00Z,32.0,263.0,34611.0,34611.0,34611.0,47,8.0,63.0,1997.0,162.0,2159.0,,,,,,,,
2020-04-02,,TX,4669.0,46010.0,,,196.0,,,,,38.0,2020-04-02T20:00:00Z,70.0,196.0,50679.0,50679.0,50679.0,48,12.0,0.0,2150.0,672.0,2822.0,,,,,,,,
2020-04-02,,UT,1074.0,19991.0,,,100.0,,,,,,2020-04-02T20:00:00Z,7.0,100.0,21065.0,21065.0,21065.0,49,0.0,9.0,-164.0,62.0,-102.0,,,,,,,,
2020-04-02,,VA,1706.0,15883.0,,246.0,305.0,,145.0,,108.0,,2020-04-02T20:00:00Z,41.0,305.0,17589.0,17589.0,17589.0,51,7.0,0.0,2023.0,222.0,2245.0,,,,,,,,
2020-04-02,,VI,33.0,149.0,42.0,,,,,,,25.0,2020-04-02T20:00:00Z,,,224.0,182.0,182.0,78,0.0,0.0,23.0,3.0,26.0,,,,,,,,
2020-04-02,,VT,338.0,4711.0,,29.0,45.0,,,,,15.0,2020-04-02T20:00:00Z,17.0,45.0,5049.0,5049.0,5049.0,50,1.0,0.0,537.0,17.0,554.0,,,,,,,,
2020-04-02,,WA,5984.0,68814.0,,,254.0,,,,,,2020-04-02T20:00:00Z,247.0,254.0,74798.0,74798.0,74798.0,53,23.0,0.0,8248.0,350.0,8598.0,,,,,,,,
2020-04-02,,WI,1730.0,20317.0,,,461.0,,,,,,2020-04-02T20:00:00Z,31.0,461.0,22047.0,22047.0,22047.0,55,7.0,63.0,1498.0,180.0,1678.0,,,,,,,,
2020-04-02,,WV,217.0,5276.0,,,1.0,,,,,,2020-04-02T20:00:00Z,2.0,1.0,5493.0,5493.0,5493.0,54,1.0,0.0,892.0,26.0,918.0,,,,,,,,
2020-04-02,,WY,150.0,2439.0,,,19.0,,,,,31.0,2020-04-02T20:00:00Z,0.0,19.0,2589.0,2589.0,2589.0,56,0.0,1.0,221.0,20.0,241.0,,,,,,,,
2020-04-01,,AK,133.0,4470.0,,,9.0,,,,,,2020-04-01T20:00:00Z,3.0,9.0,4603.0,4603.0,4603.0,02,0.0,2.0,876.0,14.0,890.0,,,,,,,,
2020-04-01,,AL,1077.0,6697.0,,,,,,,,,2020-04-01T20:00:00Z,26.0,,7774.0,7774.0,7774.0,01,13.0,0.0,399.0,96.0,495.0,,,,,,,,
2020-04-01,,AR,584.0,7354.0,,56.0,90.0,,,25.0,32.0,42.0,2020-04-01T20:00:00Z,10.0,90.0,7938.0,7938.0,7938.0,05,2.0,26.0,1395.0,61.0,1456.0,,,,,,,,
2020-04-01,,AS,0.0,20.0,6.0,,,,,,,,2020-04-01T20:00:00Z,0.0,,26.0,20.0,20.0,60,0.0,0.0,17.0,0.0,17.0,,,,,,,,
2020-04-01,,AZ,1413.0,19645.0,,,149.0,,51.0,,,,2020-04-01T20:00:00Z,29.0,149.0,21058.0,21058.0,21058.0,04,5.0,71.0,1563.0,124.0,1687.0,,,,,,,,
2020-04-01,,CA,8155.0,21772.0,57400.0,1855.0,1855.0,774.0,774.0,,,,2020-04-01T20:00:00Z,171.0,1855.0,87327.0,29927.0,29927.0,06,18.0,238.0,0.0,673.0,673.0,,,,,,,,
2020-04-01,,CO,2966.0,13883.0,,,509.0,,,,,,2020-04-01T20:00:00Z,69.0,509.0,16849.0,16849.0,16849.0,08,18.0,95.0,1146.0,339.0,1485.0,,,,,,,,
2020-04-01,,CT,3557.0,13043.0,,766.0,766.0,,,,,,2020-04-01T20:00:00Z,85.0,766.0,16600.0,16600.0,16600.0,09,16.0,158.0,14.0,429.0,443.0,,,,,,,,
2020-04-01,,DC,586.0,3262.0,2.0,,,,,,,142.0,2020-04-01T20:00:00Z,11.0,,3850.0,3848.0,3848.0,11,2.0,0.0,0.0,91.0,91.0,,,,,,,,
2020-04-01,,DE,368.0,4015.0,,51.0,57.0,,,,,49.0,2020-04-01T20:00:00Z,11.0,57.0,4383.0,4383.0,4383.0,10,1.0,-7.0,319.0,49.0,368.0,,,,,,,,
2020-04-01,,FL,6955.0,59529.0,1235.0,,949.0,,,,,,2020-04-01T20:00:00Z,87.0,949.0,67719.0,66484.0,66484.0,12,10.0,126.0,5244.0,617.0,5861.0,,,,,,,,
2020-04-01,,GA,4638.0,15688.0,,,952.0,,,,,,2020-04-01T20:00:00Z,139.0,952.0,20326.0,20326.0,20326.0,13,28.0,119.0,3436.0,709.0,4145.0,,,,,,,,
2020-04-01,,GU,77.0,406.0,,,19.0,,2.0,,,9.0,2020-04-01T20:00:00Z,3.0,19.0,483.0,483.0,483.0,66,1.0,0.0,35.0,8.0,43.0,,,,,,,,
2020-04-01,,HI,208.0,8721.0,,,13.0,,6.0,,,58.0,2020-04-01T20:00:00Z,1.0,13.0,8929.0,8929.0,8929.0,15,1.0,1.0,250.0,4.0,254.0,,,,,,,,
2020-04-01,,IA,549.0,7304.0,,63.0,99.0,,,,,118.0,2020-04-01T20:00:00Z,9.0,99.0,7853.0,7853.0,7853.0,19,2.0,5.0,416.0,52.0,468.0,,,,,,,,
2020-04-01,,ID,525.0,6076.0,,,46.0,,7.0,,,,2020-04-01T20:00:00Z,9.0,46.0,6601.0,6601.0,6601.0,16,2.0,1.0,779.0,110.0,889.0,,,,,,,,
2020-04-01,,IL,6980.0,33404.0,,,,,,,,,2020-04-01T20:00:00Z,141.0,,40384.0,40384.0,40384.0,17,42.0,0.0,4173.0,986.0,5159.0,,,,,,,,
2020-04-01,,IN,2565.0,11810.0,,,,,,,,,2020-04-01T20:00:00Z,65.0,,14375.0,14375.0,14375.0,18,16.0,0.0,596.0,406.0,1002.0,,,,,,,,
2020-04-01,,KS,482.0,5411.0,,,114.0,,,,,,2020-04-01T20:00:00Z,10.0,114.0,5893.0,5893.0,5893.0,20,1.0,35.0,415.0,54.0,469.0,,,,,,,,
2020-04-01,,KY,591.0,6965.0,,,,,,,,,2020-04-01T20:00:00Z,17.0,,7556.0,7556.0,7556.0,21,6.0,0.0,635.0,111.0,746.0,,,,,,,,
2020-04-01,,LA,6424.0,39352.0,,,1498.0,,,,490.0,,2020-04-01T20:00:00Z,273.0,1498.0,45776.0,45776.0,45776.0,22,34.0,143.0,5622.0,1187.0,6809.0,,,,,,,,
2020-04-01,,MA,7738.0,44000.0,,,682.0,,,,,,2020-04-01T20:00:00Z,122.0,682.0,51738.0,51738.0,51738.0,25,33.0,120.0,3685.0,1118.0,4803.0,,,,,,,,
2020-04-01,,MD,1985.0,17233.0,,,522.0,,,,,,2020-04-01T20:00:00Z,31.0,522.0,19218.0,19218.0,19218.0,24,13.0,93.0,2365.0,325.0,2690.0,,,,,,,,
2020-04-01,,ME,344.0,6088.0,,,63.0,,,,,80.0,2020-04-01T20:00:00Z,7.0,63.0,6432.0,6432.0,6432.0,23,2.0,6.0,0.0,41.0,41.0,,,,,,,,
2020-04-01,,MI,9334.0,11893.0,,,,,,,,,2020-04-01T20:00:00Z,337.0,,21227.0,21227.0,21227.0,26,78.0,0.0,0.0,1719.0,1719.0,,,,,,,,
2020-04-01,,MN,689.0,20502.0,,54.0,122.0,27.0,27.0,,,,2020-04-01T20:00:00Z,17.0,122.0,21191.0,21191.0,21191.0,27,5.0,10.0,1351.0,60.0,1411.0,,,,,,,,
2020-04-01,,MO,1581.0,15846.0,,,,,,,,,2020-04-01T20:00:00Z,18.0,,17427.0,17427.0,17427.0,29,4.0,0.0,1232.0,254.0,1486.0,,,,,,,,
2020-04-01,,MP,6.0,,,,,,,,,,2020-04-01T20:00:00Z,,,6.0,6.0,6.0,69,0.0,0.0,0.0,4.0,4.0,,,,,,,,
2020-04-01,,MS,1073.0,3712.0,,,332.0,,,,,,2020-04-01T20:00:00Z,22.0,332.0,4785.0,4785.0,4785.0,28,2.0,121.0,175.0,136.0,311.0,,,,,,,,
2020-04-01,,MT,208.0,4710.0,,,17.0,,,,,,2020-04-01T20:00:00Z,5.0,17.0,4918.0,4918.0,4918.0,30,1.0,3.0,476.0,24.0,500.0,,,,,,,,
2020-04-01,,NC,1584.0,24659.0,,204.0,204.0,,,,,,2020-04-01T20:00:00Z,10.0,204.0,26243.0,26243.0,26243.0,37,2.0,47.0,3051.0,86.0,3137.0,,,,,,,,
2020-04-01,,ND,142.0,4351.0,,23.0,23.0,,,,,34.0,2020-04-01T20:00:00Z,3.0,23.0,4493.0,4493.0,4493.0,38,0.0,2.0,220.0,16.0,236.0,,,,,,,,
2020-04-01,,NE,210.0,3475.0,8.0,,,,,,,,2020-04-01T20:00:00Z,4.0,,3693.0,3685.0,3685.0,31,1.0,0.0,544.0,38.0,582.0,,,,,,,,
2020-04-01,,NH,415.0,5985.0,97.0,,59.0,,,,,56.0,2020-04-01T20:00:00Z,4.0,59.0,6497.0,6400.0,6400.0,33,1.0,14.0,572.0,101.0,673.0,,,,,,,,
2020-04-01,,NJ,22255.0,30387.0,,,,,,,,,2020-04-01T20:00:00Z,355.0,,52642.0,52642.0,52642.0,34,88.0,0.0,3310.0,3559.0,6869.0,,,,,,,,
2020-04-01,,NM,315.0,12925.0,,24.0,24.0,,,,,26.0,2020-04-01T20:00:00Z,5.0,24.0,13240.0,13240.0,13240.0,35,1.0,2.0,679.0,34.0,713.0,,,,,,,,
2020-04-01,,NV,1279.0,11519.0,,,,,,,,,2020-04-01T20:00:00Z,26.0,,12798.0,12798.0,12798.0,32,9.0,0.0,838.0,166.0,1004.0,,,,,,,,
2020-04-01,,NY,83712.0,137168.0,,12226.0,18368.0,3022.0,3022.0,,,6142.0,2020-04-01T20:00:00Z,1941.0,18368.0,220880.0,220880.0,220880.0,36,391.0,2464.0,7777.0,7917.0,15694.0,,,,,,,,
2020-04-01,,OH,2547.0,26992.0,,679.0,679.0,,222.0,,,,2020-04-01T20:00:00Z,65.0,679.0,29539.0,29539.0,29539.0,39,10.0,94.0,0.0,348.0,348.0,,,,,,,,
2020-04-01,,OK,719.0,1248.0,,,219.0,,,,,,2020-04-01T20:00:00Z,30.0,219.0,1967.0,1967.0,1967.0,40,7.0,42.0,19.0,154.0,173.0,,,,,,,,
2020-04-01,,OR,736.0,13136.0,,132.0,154.0,,,40.0,40.0,,2020-04-01T20:00:00Z,18.0,154.0,13872.0,13872.0,13872.0,41,0.0,0.0,0.0,46.0,46.0,,,,,,,,
2020-04-01,,PA,5805.0,42427.0,,,620.0,,,,,,2020-04-01T20:00:00Z,74.0,620.0,48232.0,48232.0,48232.0,42,11.0,106.0,4782.0,962.0,5744.0,,,,,,,,
2020-04-01,,PR,286.0,1409.0,897.0,,,,,,,,2020-04-01T20:00:00Z,11.0,,2592.0,1695.0,1695.0,72,3.0,0.0,214.0,47.0,261.0,,,,,,,,
2020-04-01,,RI,566.0,3831.0,,60.0,60.0,14.0,14.0,6.0,6.0,35.0,2020-04-01T20:00:00Z,10.0,60.0,4397.0,4397.0,4397.0,44,2.0,1.0,355.0,78.0,433.0,,,,,,,,
2020-04-01,,SC,1293.0,5033.0,,,349.0,,,,,,2020-04-01T20:00:00Z,26.0,349.0,6326.0,6326.0,6326.0,45,4.0,90.0,417.0,210.0,627.0,,,,,,,,
2020-04-01,,SD,129.0,3903.0,0.0,,12.0,,,,,51.0,2020-04-01T20:00:00Z,2.0,12.0,4032.0,4032.0,4032.0,46,1.0,0.0,294.0,21.0,315.0,,,,,,,,
2020-04-01,,TN,2683.0,29769.0,,,200.0,,,,,137.0,2020-04-01T20:00:00Z,24.0,200.0,32452.0,32452.0,32452.0,47,1.0,25.0,4648.0,444.0,5092.0,,,,,,,,
2020-04-01,,TX,3997.0,43860.0,,,196.0,,,,,38.0,2020-04-01T20:00:00Z,58.0,196.0,47857.0,47857.0,47857.0,48,17.0,0.0,4134.0,731.0,4865.0,,,,,,,,
2020-04-01,,UT,1012.0,20155.0,,,91.0,,,,,,2020-04-01T20:00:00Z,7.0,91.0,21167.0,21167.0,21167.0,49,2.0,18.0,2529.0,125.0,2654.0,,,,,,,,
2020-04-01,,VA,1484.0,13860.0,,,305.0,,145.0,,108.0,,2020-04-01T20:00:00Z,34.0,305.0,15344.0,15344.0,15344.0,51,7.0,140.0,1709.0,234.0,1943.0,,,,,,,,
2020-04-01,,VI,30.0,126.0,24.0,,,,,,,21.0,2020-04-01T20:00:00Z,,,180.0,156.0,156.0,78,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-04-01,,VT,321.0,4174.0,,30.0,45.0,,,,,15.0,2020-04-01T20:00:00Z,16.0,45.0,4495.0,4495.0,4495.0,50,3.0,9.0,217.0,28.0,245.0,,,,,,,,
2020-04-01,,WA,5634.0,60566.0,,,254.0,,,,,,2020-04-01T20:00:00Z,224.0,254.0,66200.0,66200.0,66200.0,53,29.0,0.0,0.0,738.0,738.0,,,,,,,,
2020-04-01,,WI,1550.0,18819.0,,,398.0,,,,,,2020-04-01T20:00:00Z,24.0,398.0,20369.0,20369.0,20369.0,55,8.0,61.0,1444.0,199.0,1643.0,,,,,,,,
2020-04-01,,WV,191.0,4384.0,,,1.0,,,,,,2020-04-01T20:00:00Z,1.0,1.0,4575.0,4575.0,4575.0,54,0.0,0.0,403.0,29.0,432.0,,,,,,,,
2020-04-01,,WY,130.0,2218.0,,,18.0,,,,,31.0,2020-04-01T20:00:00Z,0.0,18.0,2348.0,2348.0,2348.0,56,0.0,1.0,219.0,21.0,240.0,,,,,,,,
2020-03-31,,AK,119.0,3594.0,,,7.0,,,,,,2020-03-31T20:00:00Z,3.0,7.0,3713.0,3713.0,3713.0,02,0.0,0.0,54.0,5.0,59.0,,,,,,,,
2020-03-31,,AL,981.0,6298.0,,,,,,,,,2020-03-31T20:00:00Z,13.0,,7279.0,7279.0,7279.0,01,7.0,0.0,604.0,122.0,726.0,,,,,,,,
2020-03-31,,AR,523.0,5959.0,,64.0,64.0,,,23.0,23.0,35.0,2020-03-31T20:00:00Z,8.0,64.0,6482.0,6482.0,6482.0,05,1.0,2.0,697.0,50.0,747.0,,,,,,,,
2020-03-31,,AS,,3.0,2.0,,,,,,,,2020-03-31T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,3.0,0.0,3.0,,,,,,,,
2020-03-31,,AZ,1289.0,18082.0,,,78.0,,30.0,,,,2020-03-31T20:00:00Z,24.0,78.0,19371.0,19371.0,19371.0,04,4.0,0.0,2480.0,132.0,2612.0,,,,,,,,
2020-03-31,,CA,7482.0,21772.0,57400.0,1617.0,1617.0,657.0,657.0,,,,2020-03-31T20:00:00Z,153.0,1617.0,86654.0,29254.0,29254.0,06,20.0,185.0,1223.0,1035.0,2258.0,,,,,,,,
