date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
2020-04-18,TX,18260.0,157979.0,,1321.0,,,,,,4806.0,2020-04-18T20:00:00Z,453.0,,176239.0,176239.0,176239.0,48,25.0,0.0,5814.0,889.0,6703.0
2020-04-18,UT,2931.0,57013.0,,,251.0,,,,,565.0,2020-04-18T20:00:00Z,25.0,251.0,59944.0,59944.0,59944.0,49,2.0,7.0,4047.0,126.0,4173.0
2020-04-18,VA,8053.0,43878.0,486.0,1307.0,1296.0,398.0,,230.0,,1228.0,2020-04-18T20:00:00Z,258.0,1296.0,52417.0,51931.0,51931.0,51,27.0,75.0,2372.0,562.0,2934.0
2020-04-18,VI,53.0,390.0,35.0,,,,,,,46.0,2020-04-18T20:00:00Z,3.0,,478.0,443.0,443.0,78,1.0,0.0,17.0,2.0,19.0
2020-04-18,VT,803.0,11763.0,,56.0,,,,,,15.0,2020-04-18T20:00:00Z,38.0,,12566.0,12566.0,12566.0,50,3.0,0.0,426.0,24.0,450.0
2020-04-18,WA,11887.0,140809.0,,518.0,,155.0,,,,,2020-04-18T20:00:00Z,598.0,,152696.0,152696.0,152696.0,53,13.0,0.0,2038.0,214.0,2252.0
2020-04-18,WI,4199.0,43962.0,229.0,361.0,1176.0,135.0,307.0,,,,2020-04-18T20:00:00Z,211.0,1176.0,48390.0,48161.0,48161.0,55,6.0,23.0,1597.0,154.0,1751.0
2020-04-18,WV,785.0,18655.0,,83.0,,40.0,,27.0,,255.0,2020-04-18T20:00:00Z,16.0,,19440.0,19440.0,19440.0,54,3.0,0.0,728.0,31.0,759.0
2020-04-18,WY,305.0,6217.0,,19.0,50.0,,,,,206.0,2020-04-18T20:00:00Z,2.0,50.0,6522.0,6522.0,6522.0,56,0.0,7.0,86.0,9.0,95.0
2020-04-17,AK,309.0,9141.0,,,36.0,,,,,128.0,2020-04-17T20:00:00Z,9.0,36.0,9450.0,9450.0,9450.0,02,0.0,1.0,706.0,9.0,715.0
2020-04-17,AL,4530.0,33318.0,,,594.0,,247.0,,148.0,,2020-04-17T20:00:00Z,144.0,594.0,37848.0,37848.0,37848.0,01,11.0,41.0,1272.0,185.0,1457.0
2020-04-17,AR,1695.0,21799.0,,83.0,,,,21.0,,593.0,2020-04-17T20:00:00Z,37.0,,23494.0,23494.0,23494.0,05,0.0,0.0,744.0,75.0,819.0
2020-04-17,AS,0.0,3.0,17.0,,,,,,,,2020-04-17T20:00:00Z,,,20.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0
2020-04-17,AZ,4507.0,44723.0,,566.0,,285.0,,178.0,,539.0,2020-04-17T20:00:00Z,169.0,,49230.0,49230.0,49230.0,04,19.0,0.0,1559.0,273.0,1832.0
2020-04-17,CA,27528.0,224086.0,7200.0,4892.0,,1484.0,,,,,2020-04-17T20:00:00Z,985.0,,258814.0,251614.0,251614.0,06,95.0,0.0,3868.0,1346.0,5214.0
2020-04-17,CO,8675.0,33155.0,,858.0,1693.0,,,,,,2020-04-17T20:00:00Z,374.0,1693.0,41830.0,41830.0,41830.0,08,17.0,57.0,902.0,395.0,1297.0
2020-04-17,CT,16809.0,38653.0,,1946.0,,,,,,,2020-04-17T20:00:00Z,1036.0,,55462.0,55462.0,55462.0,09,65.0,0.0,1415.0,925.0,2340.0
2020-04-17,DC,2476.0,10167.0,,313.0,,105.0,,79.0,,573.0,2020-04-17T20:00:00Z,86.0,,12643.0,12643.0,12643.0,11,5.0,0.0,367.0,126.0,493.0
2020-04-17,DE,2323.0,11694.0,,224.0,,,,,,423.0,2020-04-17T20:00:00Z,61.0,,14017.0,14017.0,14017.0,10,9.0,0.0,419.0,248.0,667.0
2020-04-17,FL,24119.0,210718.0,1285.0,,3665.0,,,,,,2020-04-17T20:00:00Z,699.0,3665.0,236122.0,234837.0,234837.0,12,53.0,205.0,14367.0,1222.0,15589.0
2020-04-17,GA,17194.0,54490.0,,,3324.0,,,,,,2020-04-17T20:00:00Z,650.0,3324.0,71684.0,71684.0,71684.0,13,63.0,216.0,2220.0,1525.0,3745.0
2020-04-17,GU,133.0,940.0,,6.0,,2.0,,,,97.0,2020-04-17T20:00:00Z,5.0,,1073.0,1073.0,1073.0,66,0.0,0.0,70.0,0.0,70.0
2020-04-17,HI,541.0,21316.0,,,45.0,,,,,374.0,2020-04-17T20:00:00Z,9.0,45.0,21857.0,21857.0,21857.0,15,0.0,0.0,1146.0,11.0,1157.0
2020-04-17,IA,2332.0,19460.0,,183.0,,88.0,,52.0,,1007.0,2020-04-17T20:00:00Z,64.0,,21792.0,21792.0,21792.0,19,4.0,0.0,926.0,191.0,1117.0
2020-04-17,ID,1609.0,14574.0,,,148.0,,51.0,,,390.0,2020-04-17T20:00:00Z,41.0,148.0,16183.0,16183.0,16183.0,16,0.0,5.0,330.0,22.0,352.0
2020-04-17,IL,27575.0,102588.0,,4454.0,,1196.0,,777.0,,,2020-04-17T20:00:00Z,1134.0,,130163.0,130163.0,130163.0,17,62.0,0.0,5732.0,1842.0,7574.0
2020-04-17,IN,10154.0,44631.0,,,,638.0,,417.0,,,2020-04-17T20:00:00Z,519.0,,54785.0,54785.0,54785.0,18,42.0,0.0,3058.0,612.0,3670.0
2020-04-17,KS,1705.0,15196.0,,,375.0,,,,,,2020-04-17T20:00:00Z,84.0,375.0,16901.0,16901.0,16901.0,20,4.0,16.0,662.0,117.0,779.0
2020-04-17,KY,2429.0,27318.0,,477.0,971.0,333.0,506.0,,,956.0,2020-04-17T20:00:00Z,129.0,971.0,29747.0,29747.0,29747.0,21,7.0,164.0,1285.0,138.0,1423.0
2020-04-17,LA,23118.0,108869.0,,1868.0,,,,363.0,,,2020-04-17T20:00:00Z,1213.0,,131987.0,131987.0,131987.0,22,57.0,0.0,4815.0,586.0,5401.0
2020-04-17,MA,35125.0,117195.0,,3756.0,3756.0,987.0,,,,,2020-04-17T20:00:00Z,1822.0,3756.0,152320.0,152320.0,152320.0,25,155.0,30.0,7097.0,2633.0,9730.0
2020-04-17,MD,11572.0,50437.0,,,2612.0,,,,,736.0,2020-04-17T20:00:00Z,425.0,2612.0,62009.0,62009.0,62009.0,24,33.0,161.0,2378.0,788.0,3166.0
2020-04-17,ME,827.0,14076.0,,55.0,133.0,28.0,,8.0,,352.0,2020-04-17T20:00:00Z,29.0,133.0,14903.0,14903.0,14903.0,23,2.0,3.0,0.0,31.0,31.0
2020-04-17,MI,30023.0,68936.0,,3674.0,,1428.0,,1167.0,,629.0,2020-04-17T20:00:00Z,2227.0,,98959.0,98959.0,98959.0,26,134.0,0.0,3913.0,760.0,4673.0
2020-04-17,MN,2071.0,40982.0,,223.0,518.0,106.0,202.0,,,1066.0,2020-04-17T20:00:00Z,111.0,518.0,43053.0,43053.0,43053.0,27,17.0,43.0,1219.0,159.0,1378.0
2020-04-17,MO,5283.0,46434.0,,1043.0,,,,,,,2020-04-17T20:00:00Z,165.0,,51717.0,51717.0,51717.0,29,13.0,0.0,897.0,172.0,1069.0
2020-04-17,MP,13.0,42.0,4.0,,,,,,,,2020-04-17T20:00:00Z,2.0,,59.0,55.0,55.0,69,0.0,0.0,15.0,0.0,15.0
2020-04-17,MS,3793.0,34791.0,,,736.0,154.0,,99.0,,,2020-04-17T20:00:00Z,140.0,736.0,38584.0,38584.0,38584.0,28,11.0,54.0,0.0,169.0,169.0
2020-04-17,MT,422.0,9822.0,,21.0,54.0,,,,,233.0,2020-04-17T20:00:00Z,8.0,54.0,10244.0,10244.0,10244.0,30,1.0,2.0,301.0,7.0,308.0
2020-04-17,NC,5859.0,67122.0,,429.0,,,,,,,2020-04-17T20:00:00Z,152.0,,72981.0,72981.0,72981.0,37,21.0,0.0,1670.0,394.0,2064.0
2020-04-17,ND,439.0,11903.0,,16.0,47.0,,,,,172.0,2020-04-17T20:00:00Z,9.0,47.0,12342.0,12342.0,12342.0,38,0.0,2.0,592.0,46.0,638.0
2020-04-17,NE,1066.0,12038.0,,,,,,,,,2020-04-17T20:00:00Z,24.0,,13104.0,13104.0,13104.0,31,3.0,0.0,696.0,114.0,810.0
2020-04-17,NH,1287.0,11421.0,174.0,74.0,190.0,,,,,455.0,2020-04-17T20:00:00Z,37.0,190.0,12882.0,12708.0,12708.0,33,5.0,12.0,394.0,148.0,542.0
2020-04-17,NJ,78467.0,78982.0,,8011.0,,1961.0,,1594.0,,,2020-04-17T20:00:00Z,3840.0,,157449.0,157449.0,157449.0,34,322.0,0.0,2469.0,3150.0,5619.0
2020-04-17,NM,1597.0,32891.0,,90.0,230.0,,,,,353.0,2020-04-17T20:00:00Z,44.0,230.0,34488.0,34488.0,34488.0,35,8.0,15.0,981.0,113.0,1094.0
2020-04-17,NV,3524.0,26238.0,,,,,,,,,2020-04-17T20:00:00Z,142.0,,29762.0,29762.0,29762.0,32,5.0,0.0,1108.0,203.0,1311.0
2020-04-17,NY,229642.0,343581.0,,17116.0,50508.0,5059.0,,,,33392.0,2020-04-17T20:00:00Z,12822.0,50508.0,573223.0,573223.0,573223.0,36,630.0,1973.0,15286.0,7358.0,22644.0
2020-04-17,OH,8858.0,68819.0,,,2424.0,,740.0,,,,2020-04-17T20:00:00Z,418.0,2424.0,77677.0,77677.0,77677.0,39,29.0,93.0,2393.0,444.0,2837.0
2020-04-17,OK,2465.0,31155.0,,325.0,528.0,155.0,,,,1331.0,2020-04-17T20:00:00Z,136.0,528.0,33620.0,33620.0,33620.0,40,5.0,0.0,2613.0,108.0,2721.0
2020-04-17,OR,1785.0,34536.0,,301.0,427.0,69.0,,41.0,,,2020-04-17T20:00:00Z,70.0,427.0,36321.0,36321.0,36321.0,41,6.0,13.0,1334.0,49.0,1383.0
2020-04-17,PA,29441.0,117932.0,,2603.0,,,,661.0,,,2020-04-17T20:00:00Z,756.0,,147373.0,147373.0,147373.0,42,49.0,0.0,4197.0,1706.0,5903.0
2020-04-17,PR,1068.0,7864.0,1478.0,,,,,,,,2020-04-17T20:00:00Z,58.0,,10410.0,8932.0,8932.0,72,2.0,0.0,549.0,25.0,574.0
2020-04-17,RI,4177.0,26584.0,,252.0,331.0,62.0,,43.0,,196.0,2020-04-17T20:00:00Z,118.0,331.0,30761.0,30761.0,30761.0,44,13.0,0.0,2358.0,339.0,2697.0
2020-04-17,SC,3931.0,32353.0,,,675.0,,,,,,2020-04-17T20:00:00Z,109.0,675.0,36284.0,36284.0,36284.0,45,2.0,0.0,1276.0,275.0,1551.0
2020-04-17,SD,1411.0,9651.0,0.0,,63.0,,,,,457.0,2020-04-17T20:00:00Z,7.0,63.0,11062.0,11062.0,11062.0,46,0.0,8.0,412.0,100.0,512.0
2020-04-17,TN,6589.0,80684.0,,,711.0,,,,,3017.0,2020-04-17T20:00:00Z,142.0,711.0,87273.0,87273.0,87273.0,47,1.0,20.0,1897.0,327.0,2224.0
2020-04-17,TX,17371.0,152165.0,,1522.0,,,,,,4190.0,2020-04-17T20:00:00Z,428.0,,169536.0,169536.0,169536.0,48,35.0,0.0,10073.0,916.0,10989.0
2020-04-17,UT,2805.0,52966.0,,,244.0,,,,,443.0,2020-04-17T20:00:00Z,23.0,244.0,55771.0,55771.0,55771.0,49,2.0,6.0,5971.0,122.0,6093.0
2020-04-17,VA,7491.0,41506.0,499.0,1308.0,1221.0,400.0,,224.0,,1110.0,2020-04-17T20:00:00Z,231.0,1221.0,49496.0,48997.0,48997.0,51,23.0,107.0,1951.0,602.0,2553.0
2020-04-17,VI,51.0,373.0,34.0,,,,,,,46.0,2020-04-17T20:00:00Z,2.0,,458.0,424.0,424.0,78,1.0,0.0,16.0,0.0,16.0
2020-04-17,VT,779.0,11337.0,,32.0,,,,,,15.0,2020-04-17T20:00:00Z,35.0,,12116.0,12116.0,12116.0,50,0.0,0.0,598.0,11.0,609.0
2020-04-17,WA,11673.0,138771.0,,622.0,,195.0,,,,,2020-04-17T20:00:00Z,585.0,,150444.0,150444.0,150444.0,53,14.0,0.0,4020.0,330.0,4350.0
2020-04-17,WI,4045.0,42365.0,198.0,361.0,1153.0,141.0,306.0,348.0,,,2020-04-17T20:00:00Z,205.0,1153.0,46608.0,46410.0,46410.0,55,8.0,32.0,1391.0,170.0,1561.0
2020-04-17,WV,754.0,17927.0,,85.0,,34.0,,24.0,,223.0,2020-04-17T20:00:00Z,13.0,,18681.0,18681.0,18681.0,54,0.0,0.0,360.0,15.0,375.0
2020-04-17,WY,296.0,6131.0,,19.0,43.0,,,,,148.0,2020-04-17T20:00:00Z,2.0,43.0,6427.0,6427.0,6427.0,56,0.0,0.0,0.0,0.0,0.0
2020-04-16,AK,300.0,8435.0,,,35.0,,,,,110.0,2020-04-16T20:00:00Z,9.0,35.0,8735.0,8735.0,8735.0,02,0.0,1.0,64.0,7.0,71.0
2020-04-16,AL,4345.0,32046.0,,,553.0,,227.0,,137.0,,2020-04-16T20:00:00Z,133.0,553.0,36391.0,36391.0,36391.0,01,12.0,28.0,2082.0,232.0,2314.0
2020-04-16,AR,1620.0,21055.0,,85.0,,,,21.0,,548.0,2020-04-16T20:00:00Z,37.0,,22675.0,22675.0,22675.0,05,4.0,0.0,790.0,51.0,841.0
2020-04-16,AS,0.0,3.0,17.0,,,,,,,,2020-04-16T20:00:00Z,,,20.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0
2020-04-16,AZ,4234.0,43164.0,,578.0,,278.0,,188.0,,460.0,2020-04-16T20:00:00Z,150.0,,47398.0,47398.0,47398.0,04,8.0,0.0,1816.0,272.0,2088.0
2020-04-16,CA,26182.0,220218.0,13200.0,5031.0,,1568.0,,,,,2020-04-16T20:00:00Z,890.0,,259600.0,246400.0,246400.0,06,69.0,0.0,28156.0,1758.0,29914.0
2020-04-16,CO,8280.0,32253.0,,859.0,1636.0,,,,,,2020-04-16T20:00:00Z,357.0,1636.0,40533.0,40533.0,40533.0,08,28.0,80.0,614.0,339.0,953.0
2020-04-16,CT,15884.0,37238.0,,1926.0,,,,,,,2020-04-16T20:00:00Z,971.0,,53122.0,53122.0,53122.0,09,103.0,0.0,1850.0,1129.0,2979.0
2020-04-16,DC,2350.0,9800.0,,313.0,,105.0,,79.0,,552.0,2020-04-16T20:00:00Z,81.0,,12150.0,12150.0,12150.0,11,9.0,0.0,472.0,153.0,625.0
2020-04-16,DE,2075.0,11275.0,,209.0,,,,,,378.0,2020-04-16T20:00:00Z,52.0,,13350.0,13350.0,13350.0,10,6.0,0.0,187.0,61.0,248.0
2020-04-16,FL,22897.0,196351.0,1325.0,,3460.0,,,,,,2020-04-16T20:00:00Z,646.0,3460.0,220573.0,219248.0,219248.0,12,37.0,116.0,5353.0,386.0,5739.0
2020-04-16,GA,15669.0,52270.0,,,3108.0,,,,,,2020-04-16T20:00:00Z,587.0,3108.0,67939.0,67939.0,67939.0,13,35.0,186.0,3167.0,682.0,3849.0
2020-04-16,GU,133.0,870.0,,9.0,,,,,,86.0,2020-04-16T20:00:00Z,5.0,,1003.0,1003.0,1003.0,66,0.0,0.0,27.0,0.0,27.0
2020-04-16,HI,530.0,20170.0,,,45.0,,,,,359.0,2020-04-16T20:00:00Z,9.0,45.0,20700.0,20700.0,20700.0,15,0.0,0.0,884.0,13.0,897.0
2020-04-16,IA,2141.0,18534.0,,175.0,,84.0,,48.0,,987.0,2020-04-16T20:00:00Z,60.0,,20675.0,20675.0,20675.0,19,7.0,0.0,660.0,146.0,806.0
2020-04-16,ID,1587.0,14244.0,,,143.0,,46.0,,,,2020-04-16T20:00:00Z,41.0,143.0,15831.0,15831.0,15831.0,16,2.0,2.0,310.0,123.0,433.0
2020-04-16,IL,25733.0,96856.0,,4423.0,,1248.0,,797.0,,,2020-04-16T20:00:00Z,1072.0,,122589.0,122589.0,122589.0,17,124.0,0.0,4520.0,1140.0,5660.0
2020-04-16,IN,9542.0,41573.0,,,,696.0,,426.0,,,2020-04-16T20:00:00Z,477.0,,51115.0,51115.0,51115.0,18,41.0,0.0,2132.0,587.0,2719.0
2020-04-16,KS,1588.0,14534.0,,,359.0,,,,,,2020-04-16T20:00:00Z,80.0,359.0,16122.0,16122.0,16122.0,20,4.0,17.0,1360.0,94.0,1454.0
2020-04-16,KY,2291.0,26033.0,,412.0,807.0,252.0,367.0,,,862.0,2020-04-16T20:00:00Z,122.0,807.0,28324.0,28324.0,28324.0,21,7.0,120.0,546.0,81.0,627.0
2020-04-16,LA,22532.0,104054.0,,1914.0,,,,396.0,,,2020-04-16T20:00:00Z,1156.0,,126586.0,126586.0,126586.0,22,53.0,0.0,4077.0,581.0,4658.0
2020-04-16,MA,32492.0,110098.0,,3726.0,3726.0,973.0,,,,,2020-04-16T20:00:00Z,1667.0,3726.0,142590.0,142590.0,142590.0,25,165.0,89.0,7308.0,2522.0,9830.0
2020-04-16,MD,10784.0,48059.0,,,2451.0,,,,,736.0,2020-04-16T20:00:00Z,392.0,2451.0,58843.0,58843.0,58843.0,24,43.0,220.0,2328.0,752.0,3080.0
2020-04-16,ME,796.0,14076.0,,47.0,130.0,20.0,,7.0,,333.0,2020-04-16T20:00:00Z,27.0,130.0,14872.0,14872.0,14872.0,23,3.0,4.0,0.0,26.0,26.0
2020-04-16,MI,29263.0,65023.0,,3809.0,,1447.0,,1211.0,,617.0,2020-04-16T20:00:00Z,2093.0,,94286.0,94286.0,94286.0,26,172.0,0.0,3385.0,1204.0,4589.0
2020-04-16,MN,1912.0,39763.0,,213.0,475.0,103.0,188.0,,,1020.0,2020-04-16T20:00:00Z,94.0,475.0,41675.0,41675.0,41675.0,27,7.0,30.0,1330.0,103.0,1433.0
2020-04-16,MO,5111.0,45537.0,,1043.0,,,,,,,2020-04-16T20:00:00Z,152.0,,50648.0,50648.0,50648.0,29,5.0,0.0,1420.0,216.0,1636.0
2020-04-16,MP,13.0,27.0,7.0,,,,,,,,2020-04-16T20:00:00Z,2.0,,47.0,40.0,40.0,69,0.0,0.0,0.0,0.0,0.0
2020-04-16,MS,3624.0,34791.0,,,682.0,154.0,,99.0,,,2020-04-16T20:00:00Z,129.0,682.0,38415.0,38415.0,38415.0,28,7.0,37.0,0.0,264.0,264.0
2020-04-16,MT,415.0,9521.0,,21.0,52.0,,,,,218.0,2020-04-16T20:00:00Z,7.0,52.0,9936.0,9936.0,9936.0,30,0.0,1.0,342.0,11.0,353.0
2020-04-16,NC,5465.0,65452.0,,452.0,,,,,,,2020-04-16T20:00:00Z,131.0,,70917.0,70917.0,70917.0,37,14.0,0.0,2748.0,342.0,3090.0
2020-04-16,ND,393.0,11311.0,,14.0,45.0,,,,,163.0,2020-04-16T20:00:00Z,9.0,45.0,11704.0,11704.0,11704.0,38,0.0,1.0,359.0,28.0,387.0
2020-04-16,NE,952.0,11342.0,,,,,,,,,2020-04-16T20:00:00Z,21.0,,12294.0,12294.0,12294.0,31,1.0,0.0,514.0,51.0,565.0
2020-04-16,NH,1139.0,11027.0,121.0,70.0,178.0,,,,,365.0,2020-04-16T20:00:00Z,32.0,178.0,12287.0,12166.0,12166.0,33,0.0,0.0,0.0,0.0,0.0
2020-04-16,NJ,75317.0,76513.0,,8224.0,,2014.0,,1645.0,,,2020-04-16T20:00:00Z,3518.0,,151830.0,151830.0,151830.0,34,362.0,0.0,3522.0,4287.0,7809.0
2020-04-16,NM,1484.0,31910.0,,90.0,215.0,,,,,353.0,2020-04-16T20:00:00Z,36.0,215.0,33394.0,33394.0,33394.0,35,0.0,34.0,467.0,77.0,544.0
2020-04-16,NV,3321.0,25130.0,,,,,,,,,2020-04-16T20:00:00Z,137.0,,28451.0,28451.0,28451.0,32,6.0,0.0,686.0,110.0,796.0
2020-04-16,NY,222284.0,328295.0,,17735.0,48535.0,5091.0,,,,30800.0,2020-04-16T20:00:00Z,12192.0,48535.0,550579.0,550579.0,550579.0,36,606.0,1996.0,16062.0,8505.0,24567.0
2020-04-16,OH,8414.0,66426.0,,,2331.0,,707.0,,,,2020-04-16T20:00:00Z,389.0,2331.0,74840.0,74840.0,74840.0,39,28.0,94.0,2665.0,623.0,3288.0
2020-04-16,OK,2357.0,28542.0,,236.0,528.0,163.0,,,,1240.0,2020-04-16T20:00:00Z,131.0,528.0,30899.0,30899.0,30899.0,40,8.0,18.0,1586.0,94.0,1680.0
2020-04-16,OR,1736.0,33202.0,,307.0,414.0,89.0,,43.0,,,2020-04-16T20:00:00Z,64.0,414.0,34938.0,34938.0,34938.0,41,6.0,13.0,1514.0,73.0,1587.0
2020-04-16,PA,27735.0,113735.0,,2512.0,,,,675.0,,,2020-04-16T20:00:00Z,707.0,,141470.0,141470.0,141470.0,42,60.0,0.0,2641.0,1245.0,3886.0
2020-04-16,PR,1043.0,7315.0,1465.0,,,,,,,,2020-04-16T20:00:00Z,56.0,,9823.0,8358.0,8358.0,72,5.0,0.0,490.0,69.0,559.0
2020-04-16,RI,3838.0,24226.0,,245.0,331.0,61.0,,43.0,,182.0,2020-04-16T20:00:00Z,105.0,331.0,28064.0,28064.0,28064.0,44,18.0,0.0,1858.0,309.0,2167.0
2020-04-16,SC,3656.0,31077.0,,,675.0,,,,,,2020-04-16T20:00:00Z,107.0,675.0,34733.0,34733.0,34733.0,45,0.0,0.0,0.0,0.0,0.0
2020-04-16,SD,1311.0,9239.0,2.0,,55.0,,,,,373.0,2020-04-16T20:00:00Z,7.0,55.0,10552.0,10550.0,10550.0,46,1.0,4.0,548.0,143.0,691.0
2020-04-16,TN,6262.0,78787.0,,,691.0,,,,,2786.0,2020-04-16T20:00:00Z,141.0,691.0,85049.0,85049.0,85049.0,47,6.0,28.0,3970.0,183.0,4153.0
2020-04-16,TX,16455.0,142092.0,,1459.0,,,,,,3677.0,2020-04-16T20:00:00Z,393.0,,158547.0,158547.0,158547.0,48,29.0,0.0,5774.0,963.0,6737.0
2020-04-16,UT,2683.0,46995.0,,,238.0,,,,,357.0,2020-04-16T20:00:00Z,21.0,238.0,49678.0,49678.0,49678.0,49,1.0,17.0,1923.0,141.0,2064.0
